_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,event0,event1,event2,event3,event4,event5,event6,event7,event8,eventb0,eventb1,eventb2,eventb3,eventb4,eventb5,eventb6,eventb7,eventb8,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,orig__golden,author1,author2,input,ptid1,ptid2,seedindex1,seedindex2,summary1,summary2,summary3,summary4,summary5,summary6,summary7,text1,text2,tweet1date,tweet1irrelevant_gold,tweet1irrelevant_gold_reason,tweet2date,tweet2irrelevant_gold,tweet2irrelevant_gold_reason
769564987,8/11/2015 20:34:03,true,1709646033,,8/11/2015 20:33:32,false,clixsense,1.0,17950689,GBR,Y9,Tonypandy,92.2.33.68,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 20:43:01,true,1709654776,,8/11/2015 20:42:37,false,clixsense,1.0,22141613,USA,TX,Houston,76.30.127.169,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 20:52:56,true,1709664293,,8/11/2015 20:52:22,false,pocketmoneygpt,1.0,28884030,USA,WI,Minocqua,75.143.134.247,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 20:56:12,true,1709667234,,8/11/2015 20:55:12,false,prodege,1.0,29849805,GBR,Z1,Swansea,82.1.37.235,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:03:24,true,1709671100,,8/11/2015 21:02:46,false,zoombucks,1.0,4711962,CAN,ON,Markham,174.88.29.138,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:03:44,true,1709671201,,8/11/2015 21:02:47,false,bitcoinget,1.0,32306192,USA,TX,Austin,172.11.109.161,true,27,18,26,19,25,27,24,31,18,29,19,21,20,,,,,,,,,,,,,,,,,,,,,,,,validated,true,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:36:13,true,1709682424,,8/11/2015 21:35:14,false,neodev,1.0,32053642,GBR,K8,Woodford Green,86.152.57.44,true,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:36:16,true,1709682435,,8/11/2015 21:33:01,false,instagc,1.0,28524232,CAN,ON,Scarborough,99.244.116.246,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:47:48,true,1709685528,,8/11/2015 21:45:21,false,prodege,1.0,33565158,USA,OK,Woodward,107.142.162.102,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
769564987,8/11/2015 21:55:08,true,1709687490,,8/11/2015 21:54:28,false,instagc,1.0,13581319,USA,IL,Mount Vernon,66.232.166.86,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,1899-12-31,,,gold26,tid043,tid041,tid043,tid041,"During the 20th century, Japan was heavily involved in commercial whaling. This continued until the International Whaling Commission (IWC) moratorium on commercial whaling went into effect in 1986. Sea Shepherd Conservation Society contends that Japan, as well as Iceland and Norway, is in violation of the IWC moratorium on all commercial whaling. Japanese whaling is currently conducted by the Institute of Cetacean Research, using the scientific research provision in the IWC agreement. The whale meat from these scientific whale hunts is sold in shops and restaurants. The International Court of Justice (ICJ) ruled that the Japanese whaling program in the Southern Ocean, begun in 2005 and called ""JARPA II"", was not for scientific purposes and ordered the cessation of JARPA II in March 2014. Japanese whaling hunts are a source of conflict between pro- and anti-whaling countries and organizations. Nations, scientists and environmental organizations opposed to whaling consider the Japanese research program to be unnecessary, and that it is a thinly disguised commercial whaling operation. Greenpeace argues that whales are endangered and must be protected. Japanese whaling activities have historically extended far outside Japanese territorial waters. Factory ships were not used by Japan until the 1930s. As whale catches diminished in coastal waters, Japan looked to Antarctica.",,,,,,,Louis Tomlinson broke the internet more than Kim Kardashian tbh,European lawsuit over iWatch name shows why Apple had to choose 'Apple Watch' http://9to5mac.com/2015/07/15/european-lawsuit-apple-watch-iwatch-trademark/ …,Fri Mar 13 15:01:23 +0000 2015,TRUE,Tweet1 is irrelevant,Fri Mar 13 10:03:59 +0000 2015,TRUE,Tweet2 is irrelevant
